,Location,Wait,Time Window,Scrape Timestamp
36,Coney Island Hospital ...,Not Reported Yet,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
37,Fort Hamilton,Not Reported Yet,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
38,Kings County Hospital ...,0-30 Minutes,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
39,Mt. Loretto,Not Reported Yet,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
40,St. Albans,Not Reported Yet,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
41,Tremont Community Heal...,Not Reported Yet,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
42,Bellevue Hospital Center,Not Reported Yet,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
43,CU Jonathan Williams C...,30-60 Minutes,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
44,Gouverneur Healthcare,Not Reported Yet,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
45,LaGuardia Airport,Not Reported Yet,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
46,North Central Bronx Ho...,Not Reported Yet,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
47,St. George Ferry Termi...,0-30 Minutes,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
48,Windsor Park Library,Not Reported Yet,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
49,Belvis Diagnostic & Tr...,Not Reported Yet,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
50,CU Vanderbilt,Not Reported Yet,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
51,Greenbelt Recreational...,Not Reported Yet,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
52,Leﬀerts,No Wait Time,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
53,Northern Boulevard,Not Reported Yet,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
54,St. James Recreational...,1-1.5 Hours,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
55,Woodhull Medical Center,Not Reported Yet,"12-2-2020,  2:00 PM - 3:59 PM",2020-12-02 19:33:25.952396
